RAVEN_sample_ID,Time,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__cspturbine__production__electricityBoost,Dispatch__cspturbine__production__heat,Dispatch__solar__production__heat,Dispatch__H_Import__production__heat,Dispatch__TES__level__heat,Dispatch__TES__charge__heat,Dispatch__TES__discharge__heat,Dispatch__grid__production__electricity,Dispatch__gridBoost__production__electricityBoost,Cap_DNI,Price,ProbabilityWeight,prefix,PointProbability
0,82,1,2022,1.0,48.6000002763,1.40000051184,-4.24242579347,35.9679125203,-9.99999090909e-09,74.0461865283,-100015.648987,99983.9235,-48.6000002763,-1.40000051184,0.799286947,43.35258,1.0,1,1.0
0,83,1,2022,1.0,48.6000002481,1.40000038946,-4.2424254226,34.7775847043,-9.99999090909e-09,104.5813458,-100015.128985,99984.5938262,-48.6000002481,-1.40000038946,0.772835218,38.2116,1.0,1,1.0
0,84,1,2022,1.0,48.6000002463,1.40000038273,-4.24242540221,13.3463768358,-9.99999090909e-09,113.685297224,-100004.537612,99995.4336611,-48.6000002463,-1.40000038273,0.296586159,37.93029,1.0,1,1.0
0,85,1,2022,1.0,48.6000002515,1.47955726358,-4.48350685934,33.3718944022,-9.99999090909e-09,142.573684756,-100014.32219,99985.4338025,-48.6000002515,-1.47955726358,0.741597656,38.76708,1.0,1,1.0
0,86,1,2022,1.0,48.6000002687,2.95955687148,-8.968354156,34.215939161,-9.99999090909e-09,167.821269751,-99995.9859229,99970.7383379,-48.6000002687,-2.95955687148,0.760354206,41.82833,1.0,1,1.0
0,87,1,2022,1.0,48.6000003234,4.43955666804,-13.4532020243,32.0773685894,-9.99999090909e-09,186.445436306,-100009.257438,99990.6332711,-48.6000003234,-4.43955666804,0.712830416,55.8933,1.0,1,1.0
0,88,1,2022,1.0,48.600000369,5.91955648892,-17.9380499664,22.7482717505,-9.99999090909e-09,191.255658081,-100002.400398,99997.5901762,-48.600000369,-5.91955648892,0.505517155,77.68239,1.0,1,1.0
0,89,1,2022,1.0,48.6000003862,7.39955620294,-22.4228975847,0.0,-9.99999090909e-09,168.832760486,-99988.7292379,100011.152135,-48.6000003862,-7.39955620294,0.0,91.12842,1.0,1,1.0
0,90,1,2022,1.0,48.6000003795,7.39999970809,-22.4242415397,0.0,-9.99999090909e-09,146.408518936,-99988.7235582,100011.1478,-48.6000003795,-7.39999970809,0.0,85.34998,1.0,1,1.0
0,91,1,2022,1.0,48.6000003709,7.39999958768,-22.4242411748,0.0,-9.99999090909e-09,123.984277751,-99988.7237352,100011.147976,-48.6000003709,-7.39999958768,0.0,78.98459,1.0,1,1.0
0,92,1,2022,1.0,48.6000003683,7.39999954409,-22.4242410427,0.0,-9.99999090909e-09,101.560036699,-99988.0454865,100010.469728,-48.6000003683,-7.39999954409,0.0,77.23574,1.0,1,1.0
